State;House_id;Weight;House_relation;Sex;Age;Race;Marriage;Education;Ancestry;Language;Employment_status;Traveltime;Industry;Occupation;Hours;Weeks;Salary;Income;Earnings
Arizona;1043350;0013;03;1;01;1;5;00;996;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1044629;0012;22;1;85;1;1;09;999;0;6;000;000;000;00;00;000000;0072000;0000000
Arizona;1050022;0029;01;2;25;1;1;09;210;3;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1050022;0027;02;1;25;1;1;11;210;2;1;030;077;640;00;00;000000;0000000;0000000
Arizona;1050022;0024;03;1;00;1;5;00;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1052094;0019;01;1;34;1;3;06;918;0;1;035;077;630;52;40;022000;0028600;0022000
Arizona;1052094;0021;11;2;35;1;3;11;022;0;1;020;077;630;52;40;028400;0028570;0028400
Arizona;1052094;0019;11;2;11;1;5;03;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1055761;0016;01;2;39;1;1;09;999;0;6;000;707;412;00;00;000000;0006300;0000000
Arizona;1055761;0021;02;1;41;1;1;09;999;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1055761;0016;03;2;17;1;5;05;999;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1055761;0016;03;1;14;1;5;03;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1055761;0019;05;2;19;1;5;09;051;0;6;000;868;405;00;00;000000;0000000;0000000
Arizona;1058242;0011;01;2;29;1;1;11;088;0;1;015;677;532;52;40;024600;0024600;0024600
Arizona;1058242;0018;02;1;31;1;1;11;091;0;4;005;968;062;52;50;023800;0023800;0023800
Arizona;1061896;0029;01;1;39;1;5;12;416;1;1;030;917;200;00;00;000000;0005000;0000000
Arizona;1062067;0032;01;2;68;1;3;11;022;0;1;030;817;350;24;24;006800;0029700;0006800
Arizona;1062067;0024;13;2;17;1;5;07;022;0;1;020;829;411;32;12;003100;0008500;0003100
Arizona;1063415;0023;01;1;68;1;3;11;022;0;6;000;519;234;18;20;001900;0012200;0001900
Arizona;1065096;0021;01;2;93;1;2;09;032;0;6;000;000;000;00;00;000000;0015790;0000000
Arizona;1065464;0021;01;2;77;1;2;07;050;0;6;000;000;000;00;00;000000;0008400;0000000
Arizona;1067146;0022;01;2;39;1;3;10;210;0;6;000;000;000;00;00;000000;0019000;0000000
Arizona;1067155;0024;01;2;73;1;3;10;195;0;6;000;000;000;00;00;000000;0016400;0000000
Arizona;1067461;0027;01;1;51;1;5;11;142;0;6;000;000;000;00;00;000000;0004000;0000000
Arizona;1069480;0018;01;1;93;1;2;09;999;0;6;000;000;000;00;00;000000;0014670;0000000
Arizona;1075237;0024;01;1;79;1;1;09;032;0;6;000;000;000;00;00;000000;0019100;0000000
Arizona;1075237;0019;02;2;74;1;1;09;050;0;6;000;000;000;00;00;000000;0006200;0000000
Arizona;1078335;0014;01;2;34;1;5;16;144;1;1;015;787;220;48;40;028000;0028100;0028000
Arizona;1085429;0034;01;1;46;1;1;11;999;0;1;020;077;626;52;40;038000;0038000;0038000
Arizona;1085429;0040;02;2;44;1;1;09;999;0;1;045;797;365;52;45;026000;0026000;0026000
Arizona;1085429;0056;03;1;19;1;5;09;999;0;1;045;866;411;50;55;011000;0017000;0011000
Arizona;1085429;0056;21;1;19;1;5;08;051;0;1;015;868;402;20;40;008000;0008000;0008000
Arizona;1097557;0027;01;1;68;1;1;12;050;0;1;004;786;394;36;15;004200;0023250;0004200
Arizona;1097557;0018;02;2;73;1;1;08;022;0;6;000;000;000;00;00;000000;0005400;0000000
Arizona;1097557;0024;08;1;21;1;5;09;022;0;1;040;839;425;12;48;001900;0007900;0001900
Arizona;1100285;0032;01;1;82;1;1;14;032;0;6;000;000;000;00;00;000000;0213000;0000000
Arizona;1100285;0024;02;2;65;1;1;09;291;2;6;000;000;000;00;00;000000;0005700;0000000
Arizona;1100432;0022;01;2;66;1;2;09;142;0;6;000;000;000;00;00;000000;0034700;0000000
Arizona;1100432;0013;03;2;37;1;5;13;142;0;1;010;916;012;52;40;026800;0028180;0027800
Arizona;1100631;0023;01;2;68;1;2;09;089;0;6;000;000;000;00;00;000000;0003800;0000000
Arizona;1103237;0024;01;1;28;1;5;11;003;0;3;000;477;154;52;40;024000;0024000;0024000
Arizona;1103237;0021;19;2;39;1;5;13;051;0;1;010;819;313;52;36;034000;0034010;0034000
Arizona;1112163;0024;01;2;71;1;2;09;097;0;6;000;000;000;00;00;000000;0013700;0000000
Arizona;1112163;0027;06;1;79;1;4;05;097;0;6;000;000;000;00;00;000000;0008700;0000000
Arizona;1115506;0026;01;2;21;1;5;11;046;1;1;020;929;460;50;35;005000;0005000;0005000
Arizona;1115641;0027;01;2;26;1;1;11;082;0;1;020;477;470;52;40;017000;0017000;0017000
Arizona;1115641;0037;02;1;43;1;1;09;032;0;1;015;558;524;40;50;009000;0009000;0009000
Arizona;1118937;0027;01;1;62;1;1;13;022;0;6;000;866;512;00;00;000000;0028000;0000000
Arizona;1118937;0018;02;2;60;1;1;12;022;0;6;000;809;332;00;00;000000;0015000;0000000
Arizona;1121026;0016;01;1;36;1;1;08;917;1;6;000;077;022;40;60;000000;0004200;0004200
Arizona;1121026;0022;02;2;41;9;1;08;210;1;6;000;077;540;40;40;000000;0000000;0000000
Arizona;1121026;0042;03;2;06;9;5;02;211;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1123130;0032;01;2;25;8;4;12;233;1;1;050;786;234;40;30;014500;0014500;0014500
Arizona;1123130;0024;03;2;07;9;5;02;902;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1123130;0026;03;1;01;9;5;00;902;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1123341;0016;01;2;69;1;3;09;087;0;6;000;000;000;00;00;000000;0023500;0000000
Arizona;1123341;0030;03;1;42;1;5;09;087;0;1;040;077;626;52;40;018000;0018000;0018000
Arizona;1125650;0040;01;1;45;1;3;09;210;1;1;050;077;951;52;40;027600;0027600;0027600
Arizona;1125650;0016;03;2;12;1;5;03;210;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1125650;0016;03;1;09;1;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1125751;0019;01;1;70;9;3;16;026;0;6;000;739;071;06;10;000000;0076300;0030000
Arizona;1127614;0024;01;2;38;1;3;09;032;0;6;000;817;461;00;00;000000;0000000;0000000
Arizona;1130048;0018;01;2;44;1;1;13;032;0;3;000;538;005;11;08;000320;0006220;0000320
Arizona;1130048;0019;02;1;45;1;1;11;088;0;1;169;438;002;02;50;001500;0001500;0001500
Arizona;1130396;0021;01;2;29;1;5;10;082;0;1;030;558;891;26;35;007000;0007700;0007000
Arizona;1130396;0024;03;1;08;1;5;02;082;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1130396;0016;03;1;01;1;5;00;082;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1140791;0016;01;1;55;1;3;10;999;0;6;000;887;734;52;40;018000;0022100;0018000
Arizona;1144492;0027;01;2;68;1;3;09;032;0;6;000;000;000;00;00;000000;0008200;0000000
Arizona;1160583;0029;01;2;35;8;1;03;210;3;1;005;868;402;52;45;019200;0019200;0019200
Arizona;1160583;0027;02;1;28;8;1;12;210;2;1;015;868;402;52;40;015000;0015000;0015000
Arizona;1160583;0018;03;1;13;8;5;04;210;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1160583;0027;03;2;07;8;5;02;210;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1162912;0011;01;1;62;1;3;11;050;0;6;000;579;476;00;00;000000;0034200;0000000
Arizona;1171493;0016;01;1;29;1;5;10;148;0;1;025;707;524;35;25;003000;0013000;0013000
Arizona;1171493;0024;19;2;29;1;5;11;026;0;1;010;868;411;52;20;008000;0008000;0008000
Arizona;1175588;0010;01;1;65;1;1;09;999;0;6;000;000;000;00;00;000000;0011000;0000000
Arizona;1175588;0013;02;2;63;9;1;09;210;0;1;015;786;582;52;40;021000;0021000;0021000
Arizona;1175588;0014;03;2;42;9;3;13;210;0;1;025;819;053;52;50;040000;0040000;0040000
Arizona;1175588;0013;08;1;18;9;5;07;210;0;1;010;878;961;52;16;002000;0002000;0002000
Arizona;1178173;0016;01;2;31;1;5;13;088;0;1;015;738;484;52;55;114000;0114000;0114000
Arizona;1178173;0024;06;2;19;1;5;10;022;0;1;025;868;411;52;15;007000;0007000;0007000
Arizona;1178173;0029;21;1;34;1;5;11;088;0;1;015;399;803;52;36;018000;0018000;0018000
Arizona;1182597;0013;01;2;21;1;5;11;142;0;6;000;868;524;00;00;000000;0015600;0000000
Arizona;1182597;0027;19;1;26;5;5;11;917;0;6;000;868;524;00;00;000000;0000000;0000000
Arizona;1185189;0008;01;1;53;1;3;12;051;0;1;001;199;824;52;40;000000;0017000;0017000
Arizona;1185189;0018;19;2;47;3;3;11;920;1;6;000;786;254;26;30;005600;0005600;0005600
Arizona;1190229;0024;01;2;30;9;5;06;210;0;1;020;447;770;52;55;020000;0020000;0020000
Arizona;1193444;0024;01;1;43;3;1;09;917;2;1;025;389;016;52;40;050000;0050000;0050000
Arizona;1193444;0027;02;2;37;1;1;04;210;4;1;010;866;423;39;40;008200;0008200;0008200
Arizona;1193444;0021;05;2;16;1;5;05;210;2;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1193444;0030;03;2;18;1;5;05;210;2;1;110;868;402;13;20;001300;0001300;0001300
Arizona;1193444;0021;03;1;19;1;5;05;210;2;3;000;992;992;00;00;000000;0000000;0000000
Arizona;1196731;0012;22;2;78;1;1;11;032;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1203070;0026;01;1;41;1;3;09;210;1;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1205270;0021;01;2;74;1;2;09;032;0;6;000;000;000;00;00;000000;0015300;0000000
Arizona;1213304;0013;22;2;93;1;2;04;142;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1215532;0016;01;1;22;1;5;09;999;0;1;030;768;754;52;40;024400;0024400;0024400
Arizona;1215532;0013;03;1;01;1;5;00;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1215532;0024;19;2;20;1;5;09;999;0;1;030;768;586;40;46;011200;0011200;0011200
Arizona;1218789;0018;01;1;22;1;5;13;087;0;1;030;787;192;20;40;005000;0005000;0005000
Arizona;1219284;0030;01;2;93;1;2;09;087;0;6;000;000;000;00;00;000000;0025300;0000000
Arizona;1220869;0026;01;1;32;1;1;11;088;0;3;000;868;401;52;24;006000;0009000;0006000
Arizona;1220869;0022;02;2;22;1;1;11;050;0;1;030;647;283;00;00;000000;0000000;0000000
Arizona;1220869;0018;03;1;01;1;5;00;087;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1225278;0022;01;2;85;1;2;09;939;0;1;000;707;041;52;20;000000;0025400;0017000
Arizona;1226419;0021;01;2;52;1;3;10;032;0;1;030;728;570;45;40;035000;0036400;0035000
Arizona;1227195;0014;22;2;86;1;1;05;999;0;6;000;817;360;00;00;000000;0003400;0000000
Arizona;1229443;0027;01;2;46;1;3;12;939;0;1;000;758;313;52;52;025000;0025000;0025000
Arizona;1229443;0018;08;2;04;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1229443;0024;21;2;82;1;2;04;999;0;6;000;000;000;00;00;000000;0033600;0000000
Arizona;1235534;0011;01;2;33;1;1;09;022;0;1;020;866;411;40;15;005300;0005300;0005300
Arizona;1235534;0010;02;1;34;1;1;11;032;1;1;025;866;402;52;65;030000;0030000;0030000
Arizona;1235534;0014;03;2;09;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1235534;0013;03;2;06;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1235534;0011;03;1;01;1;5;00;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1243658;0024;01;1;40;1;1;11;022;0;1;015;477;476;50;40;045000;0045000;0045000
Arizona;1243658;0024;02;2;41;9;1;09;290;0;1;025;058;524;52;40;038000;0038000;0038000
Arizona;1243658;0029;03;1;06;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1243907;0032;01;1;65;2;4;02;902;1;6;000;000;000;00;00;000000;0006000;0000000
Arizona;1243907;0030;21;2;44;2;3;08;902;1;1;045;799;330;52;40;031000;0031000;0031000
Arizona;1249346;0019;01;1;74;1;1;03;210;3;6;000;000;000;00;00;000000;0016600;0000000
Arizona;1249346;0029;02;2;75;1;1;03;210;4;6;000;000;000;00;00;000000;0004000;0000000
Arizona;1256024;0011;01;1;62;1;3;11;210;1;6;000;000;000;00;00;000000;0007000;0000000
Arizona;1258853;0027;01;2;25;1;5;13;032;0;1;020;866;500;52;38;015000;0015000;0015000
Arizona;1258853;0032;21;2;24;1;5;12;050;0;1;005;786;272;48;15;002000;0002450;0002000
Arizona;1263149;0042;01;1;43;1;1;12;931;0;1;030;359;155;48;40;041000;0041000;0041000
Arizona;1263149;0043;02;2;46;1;1;09;935;0;6;000;447;524;04;45;001300;0009100;0001300
Arizona;1263149;0053;03;1;18;1;5;10;931;0;6;000;257;581;13;40;004100;0004100;0004100
Arizona;1263149;0027;03;2;16;1;5;05;931;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1263149;0029;05;1;16;1;5;05;935;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1263149;0035;03;1;14;1;5;04;931;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1272124;0019;01;1;26;1;5;13;999;0;1;009;787;524;24;20;005600;0005600;0005600
Arizona;1276609;0026;01;1;39;8;5;11;212;3;1;169;769;422;52;40;014000;0014000;0014000
Arizona;1276609;0032;06;2;44;8;4;08;212;4;3;000;868;414;40;35;007400;0007400;0007400
Arizona;1276609;0027;13;1;23;8;5;07;212;3;1;169;769;961;52;40;014000;0014000;0014000
Arizona;1276609;0061;13;2;17;8;5;06;212;3;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1276609;0024;13;1;19;8;5;07;212;3;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1281565;0021;01;1;67;1;3;16;032;0;6;000;819;306;00;00;000000;0037500;0000000
Arizona;1286170;0022;01;2;51;1;5;14;050;0;6;000;000;000;00;00;000000;0007140;0000000
Arizona;1288671;0024;01;2;28;6;1;14;750;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1288671;0029;02;1;29;2;1;10;903;0;1;025;358;155;52;40;031200;0031200;0031200
Arizona;1295109;0021;01;1;60;1;3;10;032;0;6;000;000;000;00;00;000000;0032400;0000000
Arizona;1295109;0024;18;2;64;1;3;04;022;0;6;000;000;000;00;00;000000;0000460;0000000
Arizona;1295282;0030;01;2;44;1;3;03;210;3;1;010;847;460;48;30;005000;0005000;0005000
Arizona;1295282;0016;03;2;16;1;5;07;210;1;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1295282;0018;03;1;08;1;5;02;210;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1295282;0016;03;1;05;1;5;02;210;2;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1297259;0031;01;1;43;1;1;15;148;0;1;015;799;306;52;44;145000;0163000;0145000
Arizona;1297259;0022;02;2;37;1;1;15;050;0;1;005;819;306;26;99;016000;0016000;0016000
Arizona;1297259;0029;03;2;09;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1297259;0024;03;1;08;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1297259;0027;03;2;07;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1302384;0016;01;1;80;1;1;09;051;0;6;000;000;000;00;00;000000;0048000;0000000
Arizona;1302384;0016;02;2;84;1;1;11;051;0;6;000;000;000;00;00;000000;0016000;0000000
Arizona;1305215;0024;01;1;33;1;5;13;032;0;1;015;728;071;52;40;035000;0035000;0035000
Arizona;1305215;0021;19;2;34;1;3;13;021;0;1;010;787;023;52;40;035500;0039000;0038500
Arizona;1305900;0028;23;2;93;1;1;06;089;0;6;000;789;234;00;00;000000;0007500;0000000
Arizona;1306577;0039;01;2;28;2;1;08;902;0;1;020;868;360;52;12;030000;0030000;0030000
Arizona;1306577;0022;02;1;39;2;1;08;902;0;6;000;379;635;00;00;000000;0000000;0000000
Arizona;1306577;0029;03;1;07;2;5;02;902;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1306577;0032;03;1;04;2;5;01;902;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1308160;0021;01;2;26;1;5;13;999;0;1;010;917;200;52;05;003000;0003000;0003000
Arizona;1308347;0026;01;1;80;1;3;13;022;0;6;000;667;284;00;00;000000;0012500;0000000
Arizona;1310754;0019;01;2;24;1;5;13;089;0;1;015;787;215;20;10;002500;0002510;0002500
Arizona;1310754;0024;18;1;25;1;5;13;051;0;1;017;947;202;52;40;027000;0027000;0027000
Arizona;1325931;0030;01;1;44;1;5;13;022;0;1;015;398;874;52;50;048400;0053200;0048400
Arizona;1328269;0027;01;1;22;1;5;11;999;0;6;000;916;422;00;00;000000;0000000;0000000
Arizona;1331105;0011;01;1;40;1;5;09;087;0;1;007;077;022;51;40;032000;0032000;0032000
Arizona;1331105;0016;19;2;40;1;5;11;032;0;1;002;868;780;48;30;013000;0013000;0013000
Arizona;1331497;0012;23;2;32;1;1;09;999;0;3;000;859;440;49;40;011600;0012000;0011600
Arizona;1332055;0021;01;2;43;1;3;09;050;0;3;000;868;414;00;00;000000;0000000;0000000
Arizona;1332151;0010;01;1;52;1;3;11;032;1;1;010;827;350;48;36;036000;0036000;0036000
Arizona;1332151;0006;18;1;42;1;5;11;011;0;1;010;819;341;52;40;017000;0017000;0017000
Arizona;1332151;0007;18;1;35;8;4;09;291;1;1;006;827;402;36;40;030000;0030000;0030000
Arizona;1332151;0008;18;1;37;9;5;09;022;0;1;020;817;360;20;40;000000;0019300;0006000
Arizona;1335480;0018;01;2;20;8;5;11;210;1;6;000;538;524;36;40;012200;0012200;0012200
Arizona;1336904;0040;01;1;24;1;5;11;050;1;6;000;738;101;12;40;004500;0011100;0004500
Arizona;1342818;0013;01;2;35;1;1;13;939;0;1;020;809;313;45;36;034000;0034000;0034000
Arizona;1342818;0011;03;1;09;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1342818;0010;04;2;06;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1342890;0016;01;2;53;2;3;11;902;0;1;030;359;570;52;40;034500;0034580;0034500
Arizona;1344627;0019;01;1;46;1;1;06;032;0;1;015;077;635;52;40;034600;0034600;0034600
Arizona;1344627;0021;02;2;41;1;1;09;920;0;1;015;929;423;04;40;000000;0002500;0002500
Arizona;1344627;0022;03;2;14;1;5;04;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1344627;0018;03;1;10;1;5;03;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1344627;0021;03;2;09;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1351198;0021;01;2;33;1;3;13;051;0;1;020;786;231;46;48;023500;0023700;0023500
Arizona;1353001;0024;01;2;31;1;1;11;032;0;1;015;728;593;52;70;031000;0031000;0031000
Arizona;1353001;0030;02;1;36;1;1;09;032;0;1;012;408;962;00;00;000000;0000000;0000000
Arizona;1353001;0016;03;1;14;1;5;04;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1353001;0026;03;2;09;1;5;02;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1353022;0015;01;1;32;1;1;13;032;0;4;015;967;515;52;99;055000;0054990;0055000
Arizona;1353022;0014;02;2;27;1;1;09;050;0;1;015;748;365;00;00;000000;0000000;0000000
Arizona;1353022;0024;05;1;09;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1353573;0022;01;2;49;1;2;11;087;1;6;000;077;635;52;60;000000;0056000;0032000
Arizona;1353573;0032;19;1;39;1;5;09;210;1;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1353695;0029;01;1;44;1;5;11;050;0;1;005;489;605;50;40;018400;0018900;0018400
Arizona;1354828;0013;01;1;29;9;1;13;999;0;1;010;699;471;52;40;050000;0050430;0050000
Arizona;1354828;0019;02;2;28;1;1;13;051;0;1;010;219;062;50;50;030000;0037000;0030000
Arizona;1354869;0019;01;1;46;8;1;05;210;2;1;015;629;814;00;00;000000;0005000;0000000
Arizona;1354869;0023;02;2;26;8;1;04;210;3;6;000;779;864;16;40;001000;0001000;0001000
Arizona;1354869;0024;03;2;06;8;5;02;211;1;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1354869;0022;06;1;35;8;3;03;210;4;1;015;777;425;00;00;000000;0000000;0000000
Arizona;1360422;0029;01;1;19;1;5;09;051;0;1;003;868;402;52;40;062000;0062000;0062000
Arizona;1361225;0024;01;1;56;1;3;14;291;0;1;015;787;220;48;40;075000;0075000;0075000
Arizona;1365392;0024;01;1;59;1;2;08;917;0;6;000;809;540;00;00;000000;0006200;0000000
Arizona;1368620;0024;01;1;72;1;1;11;032;0;1;000;527;260;30;10;000000;0012740;0000000
Arizona;1368620;0026;02;2;70;1;1;11;022;0;1;000;527;260;42;42;000000;0017700;0001300
Arizona;1375992;0029;01;1;38;1;1;11;999;0;6;000;777;425;52;40;025000;0025000;0025000
Arizona;1375992;0021;02;2;39;1;1;07;999;0;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1375992;0029;03;1;07;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1375992;0019;03;2;04;1;5;01;999;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1379104;0019;01;1;22;9;5;12;032;1;1;045;868;392;52;50;030000;0040000;0030000
Arizona;1382405;0022;01;1;50;1;1;11;195;0;1;004;467;001;44;50;000000;0050100;0045800
Arizona;1383991;0024;01;2;50;1;3;14;999;0;1;006;787;220;52;40;034000;0034160;0034000
Arizona;1384801;0032;01;1;32;1;1;11;022;0;1;020;818;282;52;40;030000;0030000;0030000
Arizona;1384801;0024;02;2;31;8;1;09;210;1;1;020;808;500;52;40;028000;0028000;0028000
Arizona;1384801;0029;03;1;05;1;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1384801;0022;03;1;02;1;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1385322;0024;01;1;39;1;1;13;939;0;1;020;787;580;52;40;044000;0044000;0044000
Arizona;1385322;0018;02;2;34;1;1;13;939;0;1;015;786;233;36;40;019500;0019500;0019500
Arizona;1385322;0019;03;2;12;1;5;03;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1385322;0016;03;2;09;1;5;01;939;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1396588;0027;01;2;73;1;3;04;999;0;6;000;818;360;00;00;000000;0052200;0000000
Arizona;1404160;0019;01;2;31;1;5;13;021;0;1;005;838;201;40;40;015900;0015900;0015900
Arizona;1404160;0018;19;1;29;2;5;06;902;0;1;005;408;913;48;40;011900;0011900;0011900
Arizona;1409786;0019;01;2;28;1;5;09;999;0;6;000;868;404;12;45;002100;0002100;0002100
Arizona;1414058;0024;01;1;27;1;5;09;924;0;1;005;868;402;52;40;006000;0006000;0006000
Arizona;1415637;0019;01;1;24;1;5;10;087;0;1;010;538;472;45;40;030000;0030000;0030000
Arizona;1415637;0019;03;1;01;1;5;00;087;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1415637;0013;19;2;25;1;5;12;210;0;6;000;868;411;12;20;002000;0002000;0002000
Arizona;1425490;0027;01;2;18;1;5;09;999;0;1;030;668;501;10;76;001800;0001800;0001800
Arizona;1429077;0012;22;2;88;1;2;08;026;0;6;000;000;000;00;00;000000;0024200;0000000
Arizona;1431334;0019;01;1;24;1;5;09;999;0;1;015;398;774;52;55;011000;0011000;0011000
Arizona;1431708;0024;01;1;69;1;1;04;050;0;6;000;000;000;00;00;000000;0010300;0000000
Arizona;1431708;0027;02;2;66;1;1;09;051;0;6;000;000;000;00;00;000000;0004800;0000000
Arizona;1434774;0053;01;2;46;1;3;09;935;0;6;000;000;000;00;00;000000;0010200;0000000
Arizona;1434774;0051;06;2;42;1;4;11;935;0;6;000;000;000;00;00;000000;0005700;0000000
Arizona;1434774;0047;13;1;08;1;5;02;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1445433;0026;01;1;27;8;1;09;210;2;1;020;877;715;44;40;014000;0014000;0014000
Arizona;1445433;0032;02;2;20;8;1;09;210;2;3;000;992;992;00;00;000000;0000000;0000000
Arizona;1453251;0021;01;2;59;1;3;11;291;1;6;000;000;000;00;00;000000;0008300;0000000
Arizona;1453251;0024;03;1;17;1;5;05;291;0;6;000;000;000;00;00;000000;0000900;0000000
Arizona;1459919;0019;01;2;83;1;2;04;089;0;6;000;000;000;00;00;000000;0009200;0000000
Arizona;1464764;0037;01;1;41;1;1;11;032;0;1;020;617;002;52;50;027000;0027050;0027000
Arizona;1464764;0032;02;2;41;1;1;09;022;0;1;010;507;593;52;40;021000;0021000;0021000
Arizona;1464764;0048;03;1;10;1;5;02;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1474615;0019;01;1;54;1;3;11;999;0;6;000;000;000;00;00;000000;0014600;0000000
Arizona;1474615;0011;19;2;67;1;2;09;999;0;6;000;000;000;00;00;000000;0010700;0000000
Arizona;1478555;0021;01;1;19;8;5;09;210;1;6;000;000;000;00;00;000000;0000000;0000000
Arizona;1478555;0021;16;1;19;8;5;09;999;1;1;169;797;422;12;15;000900;0000900;0000900
Arizona;1482912;0022;01;1;29;1;5;11;050;0;1;015;917;202;51;45;018000;0018000;0018000
Arizona;1482912;0026;03;1;00;1;5;00;087;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1482912;0019;21;2;28;1;4;12;088;0;6;000;898;452;00;00;000000;0000000;0000000
Arizona;1487609;0024;01;1;93;1;3;05;153;0;6;000;000;000;00;00;000000;0011000;0000000
Arizona;1495594;0027;01;2;45;1;3;09;026;0;1;015;397;775;44;38;017300;0017300;0017300
Arizona;1495594;0024;03;2;26;1;5;11;026;0;1;010;767;541;52;40;016500;0016500;0016500
Arizona;1495594;0024;08;2;06;1;5;01;918;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1499724;0021;01;1;42;8;4;13;997;1;6;000;000;000;00;00;000000;0020000;0000000
Arizona;1502039;0024;01;1;27;6;1;14;615;1;1;030;787;220;40;20;004500;0004500;0004500
Arizona;1502407;0016;01;2;24;1;5;11;999;0;1;003;868;411;52;40;019000;0019000;0019000
Arizona;1508560;0024;01;1;58;1;1;13;022;0;1;000;707;492;52;40;055000;0181000;0055000
Arizona;1508560;0027;02;2;56;1;1;11;176;0;1;015;498;073;52;60;045000;0065000;0045000
Arizona;1508560;0024;04;1;14;1;5;03;125;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1511201;0023;01;2;73;1;3;09;051;0;6;000;000;000;00;00;000000;0013300;0000000
Arizona;1515898;0018;01;2;29;1;5;11;032;0;6;000;948;461;00;00;000000;0011800;0000000
Arizona;1515898;0016;03;2;01;1;5;00;032;0;0;000;000;000;00;00;000000;0000000;0000000
Arizona;1517515;0011;01;1;56;9;1;13;032;0;1;020;357;480;52;24;040000;0055000;0040000
Arizona;1517515;0010;02;2;36;1;1;11;026;0;6;000;877;570;00;00;000000;0000000;0000000
Arizona;1520256;0008;01;2;93;9;2;03;051;0;6;000;000;000;00;00;000000;0024800;0000000
Arizona;1520256;0016;08;2;45;9;3;10;051;0;6;000;939;700;52;40;026000;0026090;0026000
