State;House_id;Weight;House_relation;Sex;Age;Race;Marriage;Education;Ancestry;Language;Employment_status;Traveltime;Industry;Occupation;Hours;Weeks;Salary;Income;Earnings
California;9345724;0053;01;1;54;1;3;13;999;0;1;100;607;903;49;40;075000;0095000;0075000
California;9345724;0029;19;2;36;1;3;14;011;0;1;000;339;005;52;45;012000;0012000;0012000
California;9346594;0032;23;1;41;1;3;11;032;0;1;015;077;626;52;35;000000;0017000;0017000
California;9347033;0010;01;1;33;1;1;11;210;2;1;005;497;962;52;36;027400;0027400;0027400
California;9347033;0016;02;2;31;1;1;11;210;2;1;005;758;896;24;40;005800;0005800;0005800
California;9347033;0019;05;2;10;1;5;01;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9347033;0018;05;2;08;1;5;01;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9347033;0016;05;2;06;1;5;01;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9347033;0013;03;2;00;1;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9349078;0022;01;1;51;1;1;13;022;0;1;003;786;231;30;18;010000;0011500;0011500
California;9349078;0018;02;2;48;1;1;11;088;0;1;025;917;365;40;33;020000;0016000;0016000
California;9349078;0018;03;1;09;1;5;01;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9349078;0016;05;2;24;1;5;13;088;0;6;000;817;360;30;10;002000;0002000;0002000
California;9349431;0005;01;1;41;8;1;03;210;3;1;015;018;605;44;50;018000;0018000;0018000
California;9349431;0006;02;2;34;8;1;07;210;4;6;000;459;471;00;00;000000;0000000;0000000
California;9349431;0005;03;1;15;8;5;04;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9349431;0003;03;1;12;8;5;03;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9349431;0005;03;2;08;8;5;02;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9354188;0024;22;1;56;1;3;06;999;1;6;000;000;000;00;00;000000;0000090;0000000
California;9362961;0016;01;1;41;1;5;11;210;2;6;000;000;000;00;00;000000;0004000;0000000
California;9362961;0016;07;2;59;1;2;01;210;4;6;000;000;000;00;00;000000;0008100;0000000
California;9362961;0019;06;1;30;1;5;09;210;2;1;030;339;775;52;40;015000;0015000;0015000
California;9369783;0019;01;1;47;8;1;08;210;2;1;000;617;913;52;40;000000;0120000;0120000
California;9369783;0013;02;2;47;8;1;11;210;2;1;010;447;964;34;40;008000;0008000;0008000
California;9369783;0013;10;1;27;8;1;07;210;3;1;040;777;421;52;40;025000;0025000;0025000
California;9369783;0013;03;2;21;8;1;11;211;2;1;030;819;365;52;40;018000;0018000;0018000
California;9369783;0011;03;1;18;8;5;07;211;2;1;010;868;413;52;15;005000;0005000;0005000
California;9369783;0010;08;1;04;8;5;01;211;0;0;000;000;000;00;00;000000;0000000;0000000
California;9386946;0029;01;1;54;1;1;12;051;0;1;015;319;560;52;50;065000;0065000;0065000
California;9386946;0032;02;2;52;1;1;08;022;0;1;015;786;254;40;20;010000;0010000;0010000
California;9410593;0008;01;1;34;1;3;09;022;0;1;030;639;733;52;50;025000;0025000;0025000
California;9411007;0021;01;1;40;1;1;11;935;0;1;005;959;511;52;40;060000;0060000;0060000
California;9411007;0016;02;2;42;1;1;11;999;0;6;000;000;000;00;00;000000;0015000;0000000
California;9411007;0013;03;1;12;1;5;04;935;0;0;000;000;000;00;00;000000;0000000;0000000
California;9411007;0011;17;1;30;1;5;13;210;2;1;030;947;385;50;40;050000;0050000;0050000
California;9414502;0015;01;1;43;9;1;10;082;0;1;010;047;620;50;50;030000;0030000;0030000
California;9414502;0024;02;2;42;1;1;09;050;0;1;010;047;570;30;32;015300;0015300;0015300
California;9414502;0016;03;1;13;1;5;03;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9414502;0013;03;1;10;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9414502;0016;03;1;09;1;5;02;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9415218;0048;01;1;47;1;1;13;022;0;1;020;947;202;52;40;042200;0065000;0042200
California;9415218;0026;02;2;45;1;1;13;068;0;1;030;787;230;42;40;022000;0022000;0022000
California;9415218;0024;03;2;18;1;5;10;068;1;1;019;798;364;46;48;010600;0010600;0010600
California;9415218;0037;03;1;17;1;5;06;050;1;6;000;000;000;00;00;000000;0000000;0000000
California;9415218;0040;13;2;07;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9419860;0016;01;2;85;1;2;09;026;0;6;000;000;000;00;00;000000;0023600;0000000
California;9422536;0053;23;1;43;1;1;01;999;0;6;000;000;000;00;00;000000;0000000;0000000
California;9423871;0024;01;1;50;1;1;05;210;2;1;010;109;964;48;40;019900;0020760;0019900
California;9423871;0019;02;2;49;1;1;11;210;1;1;007;837;525;52;40;032700;0032910;0032700
California;9423871;0013;03;1;18;1;5;08;210;1;6;000;517;476;12;30;001600;0001600;0001600
California;9426449;0024;01;2;47;1;1;12;089;0;1;005;767;541;52;40;000000;0030000;0030000
California;9426449;0034;02;1;56;1;1;13;088;0;1;010;647;043;52;30;065000;0085000;0085000
California;9426492;0010;01;1;68;8;1;02;210;3;6;000;000;000;00;00;000000;0019300;0000000
California;9426492;0019;02;2;63;8;1;06;210;1;1;020;498;472;52;40;020000;0020000;0020000
California;9426492;0013;09;2;93;8;2;01;210;3;6;000;000;000;00;00;000000;0007200;0000000
California;9428284;0027;01;2;53;2;5;10;902;0;1;020;959;570;52;40;032300;0032300;0032300
California;9428978;0015;01;1;54;1;1;12;210;1;1;025;058;524;52;40;055000;0050000;0048000
California;9428978;0019;02;2;52;1;1;11;210;3;1;030;786;586;52;40;020000;0020000;0020000
California;9428978;0018;03;1;20;1;5;11;210;1;1;020;456;562;16;20;002700;0002700;0002700
California;9428978;0019;03;1;17;1;5;07;210;1;6;000;000;000;00;00;000000;0000000;0000000
California;9436402;0005;01;2;52;1;1;09;022;0;1;020;479;512;49;40;022000;0022900;0022000
California;9436402;0005;02;1;52;1;1;09;142;0;1;060;487;476;42;40;075000;0076000;0075000
California;9436402;0008;03;1;21;1;5;10;142;0;1;020;426;474;35;40;013000;0013000;0013000
California;9438923;0005;01;2;77;1;3;09;022;0;6;000;000;000;00;00;000000;0006900;0000000
California;9441974;0018;01;1;38;1;1;09;011;0;1;157;787;931;35;84;052000;0053500;0052000
California;9441974;0029;02;2;45;1;1;09;050;0;1;025;609;402;28;84;035000;0035800;0035000
California;9454255;0011;01;1;63;1;1;11;011;0;1;040;396;146;52;40;071000;0071000;0071000
California;9454255;0008;02;2;60;1;1;07;011;0;6;000;000;000;00;00;000000;0000000;0000000
California;9458258;0024;01;1;37;1;3;09;999;0;1;040;077;635;52;40;033000;0033000;0033000
California;9458258;0018;19;2;32;1;5;09;999;0;1;035;538;472;52;60;030000;0030000;0030000
California;9467168;0016;01;1;60;1;1;10;022;0;1;010;077;620;52;40;000000;0021000;0020000
California;9467168;0021;02;2;59;1;1;10;022;0;1;040;357;013;26;40;030000;0031000;0030000
California;9467510;0012;23;2;19;1;5;10;996;0;4;010;969;982;20;60;005500;0005500;0005500
California;9468367;0018;01;1;45;1;1;11;148;3;3;000;737;290;48;40;030000;0030000;0030000
California;9468367;0019;02;2;41;1;1;09;210;1;6;000;819;586;48;40;093000;0093000;0093000
California;9472581;0019;01;1;38;9;1;09;226;1;2;000;427;471;52;50;090000;0090000;0090000
California;9472581;0016;02;2;48;9;1;04;226;2;6;000;000;000;00;00;000000;0000000;0000000
California;9472581;0016;03;1;17;9;5;07;226;1;6;000;877;715;18;10;002000;0002000;0002000
California;9472581;0010;03;2;13;9;5;04;226;1;0;000;000;000;00;00;000000;0000000;0000000
California;9472581;0021;05;2;25;9;1;11;226;1;1;090;699;581;52;40;032000;0032000;0032000
California;9472581;0016;08;1;01;9;5;00;226;0;0;000;000;000;00;00;000000;0000000;0000000
California;9478134;0021;01;2;72;1;3;14;050;0;1;025;427;512;52;08;002800;0015200;0002800
California;9483434;0005;01;1;56;1;1;11;920;0;1;045;278;001;52;60;073000;0100200;0073000
California;9483434;0005;02;2;52;1;1;08;920;0;6;000;000;000;00;00;000000;0000000;0000000
California;9483434;0005;10;1;34;1;1;13;999;1;1;025;947;202;52;40;034000;0034100;0034000
California;9483434;0006;03;2;33;1;1;11;920;0;6;000;868;411;00;00;000000;0000000;0000000
California;9483434;0002;08;2;09;1;5;02;924;0;0;000;000;000;00;00;000000;0000000;0000000
California;9483434;0003;08;2;06;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9483434;0008;08;1;02;1;5;00;920;0;0;000;000;000;00;00;000000;0000000;0000000
California;9483434;0008;08;2;00;1;5;00;920;0;0;000;000;000;00;00;000000;0000000;0000000
California;9488643;0013;01;2;66;1;1;06;210;1;6;000;000;000;00;00;000000;0006030;0000000
California;9488643;0013;02;1;73;1;1;01;210;2;6;000;000;000;00;00;000000;0013730;0000000
California;9488643;0021;03;2;35;1;5;09;210;0;1;030;538;562;50;30;016500;0017320;0016500
California;9488643;0019;08;2;06;1;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9493016;0014;01;1;32;1;1;12;032;0;1;040;939;062;52;40;030000;0030000;0030000
California;9493016;0015;02;2;32;1;1;09;050;0;1;012;759;581;52;40;014000;0014000;0014000
California;9493016;0016;03;2;13;1;5;04;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9493016;0019;03;1;11;1;5;03;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9499229;0016;01;1;43;1;5;11;939;0;2;000;049;632;52;45;050000;0050000;0050000
California;9501027;0023;01;1;24;2;1;10;902;0;3;000;339;155;36;72;013000;0013000;0013000
California;9501027;0027;02;2;21;2;1;09;902;0;4;005;969;731;52;72;014500;0014500;0014500
California;9501027;0013;03;2;01;2;5;00;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;9506366;0011;01;1;35;1;1;06;021;0;1;010;017;913;52;60;035700;0035700;0035700
California;9506366;0034;02;2;28;1;1;11;051;0;1;005;477;052;52;40;026000;0026000;0026000
California;9506366;0011;03;1;03;1;5;01;051;0;0;000;000;000;00;00;000000;0000000;0000000
California;9506366;0010;03;1;01;1;5;00;051;0;0;000;000;000;00;00;000000;0000000;0000000
California;9513300;0021;01;1;37;8;1;11;210;0;2;000;077;425;52;40;017700;0041700;0017700
California;9513300;0026;02;2;60;8;1;09;210;1;6;000;000;000;00;00;000000;0000000;0000000
California;9513300;0024;03;2;10;8;5;03;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9514815;0011;01;1;67;8;5;12;210;1;1;001;707;041;52;20;017000;0024200;0017000
California;9514815;0010;07;1;93;8;2;02;210;1;6;000;000;000;00;00;000000;0010200;0000000
California;9525491;0027;01;1;69;1;1;10;939;0;6;000;000;000;00;00;000000;0023100;0000000
California;9525491;0015;02;2;62;1;1;10;939;0;1;000;569;495;52;30;006600;0007800;0006850
California;9526118;0021;01;1;48;8;1;03;210;2;6;000;777;425;00;00;000000;0000820;0000000
California;9526118;0016;02;2;46;8;1;03;210;2;6;000;199;962;03;05;000070;0000070;0000070
California;9526118;0034;03;2;20;8;5;11;211;1;6;000;000;000;00;00;000000;0009060;0000000
California;9526118;0018;03;1;06;8;5;02;211;1;0;000;000;000;00;00;000000;0000000;0000000
California;9530862;0016;01;1;60;1;5;09;291;0;1;010;458;471;50;40;023000;0023000;0023000
California;9530862;0024;18;1;52;1;3;09;291;2;1;010;077;731;44;40;035000;0035000;0035000
California;9534880;0029;01;2;42;1;3;11;032;0;1;010;189;960;52;40;028000;0031600;0028000
California;9534880;0026;03;2;17;1;5;06;032;0;1;005;868;524;30;20;003200;0003200;0003200
California;9539163;0029;01;1;39;1;3;13;050;0;6;000;077;642;00;00;000000;0000000;0000000
California;9544018;0016;01;1;28;8;1;13;210;0;1;020;729;080;52;45;036000;0036400;0036000
California;9544018;0018;02;2;28;8;1;13;210;1;1;005;786;231;40;25;013000;0013000;0013000
California;9544018;0019;06;2;31;9;5;09;291;0;6;000;000;000;00;00;000000;0000000;0000000
California;9547454;0005;01;2;72;1;2;11;999;0;6;000;787;500;50;40;036000;0037990;0036000
California;9554076;0021;01;2;70;1;2;11;022;0;6;000;786;912;00;00;000000;0022600;0000000
California;9554076;0024;03;2;36;1;5;08;022;0;6;000;000;000;00;00;000000;0000850;0000000
California;9555298;0027;01;1;49;8;1;01;211;2;2;000;427;002;44;40;034400;0034400;0034400
California;9555298;0024;02;2;44;8;1;09;211;1;6;000;847;254;24;20;009200;0009200;0009200
California;9555298;0034;03;1;22;8;5;12;211;2;1;010;687;516;44;40;027500;0027500;0027500
California;9555298;0042;03;2;19;8;5;11;211;2;1;020;837;586;52;35;009000;0009000;0009000
California;9555298;0026;03;2;12;8;5;04;211;0;0;000;000;000;00;00;000000;0000000;0000000
California;9556974;0024;01;2;58;1;4;14;089;0;1;010;737;263;50;30;000750;0018150;0015750
California;9561393;0021;01;1;74;1;1;05;210;0;1;005;777;425;00;00;000000;0016500;0000000
California;9561393;0032;02;2;63;1;1;13;003;0;1;008;786;231;46;45;050000;0051000;0050000
California;9571688;0019;01;1;50;3;1;11;917;0;1;010;877;715;52;56;000000;0020000;0020000
California;9571688;0023;02;2;42;3;1;12;917;0;6;000;538;476;00;00;000000;0000020;0000000
California;9571688;0021;03;1;16;3;5;05;917;0;6;000;000;000;00;00;000000;0000000;0000000
California;9573372;0034;01;1;35;3;5;09;920;0;6;000;049;956;06;40;000300;0001800;0000300
California;9573372;0024;03;2;08;3;5;02;920;0;0;000;000;000;00;00;000000;0000000;0000000
California;9578425;0016;22;2;93;1;1;09;088;0;6;000;358;581;00;00;000000;0017600;0000000
California;9579215;0011;01;1;49;1;1;08;210;0;1;020;336;874;52;50;065000;0065000;0065000
California;9579215;0016;02;2;48;1;1;09;210;0;1;005;797;511;52;38;034000;0034000;0034000
California;9579215;0002;03;1;30;1;5;09;210;0;1;010;018;014;26;20;001000;0001000;0001000
California;9579215;0016;03;1;27;1;5;12;210;0;1;050;739;263;52;40;032000;0032000;0032000
California;9579215;0013;03;1;22;1;5;10;210;0;1;005;508;470;45;40;016000;0016000;0016000
California;9579215;0016;10;1;21;8;1;09;210;0;1;010;786;422;24;40;018000;0018000;0018000
California;9579215;0011;03;2;24;1;1;09;210;0;1;010;517;586;00;00;000000;0000000;0000000
California;9579215;0010;08;2;00;1;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9579215;0011;08;1;04;1;5;01;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9584413;0013;01;1;28;8;1;09;210;0;4;005;969;983;52;40;020100;0020100;0020100
California;9584413;0016;02;2;28;8;1;09;210;0;6;000;000;000;00;00;000000;0000000;0000000
California;9584413;0015;04;1;09;8;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9584413;0016;03;1;04;8;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9584413;0016;03;2;01;8;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9586081;0013;01;1;79;1;5;11;210;1;6;000;819;341;00;00;000000;0012000;0000000
California;9595915;0029;01;1;27;1;5;11;051;0;1;030;947;385;52;40;032000;0032000;0032000
California;9595915;0016;19;2;32;1;3;09;082;0;1;030;739;500;52;40;009200;0010100;0009200
California;9595915;0024;21;2;13;1;5;03;082;0;0;000;000;000;00;00;000000;0000000;0000000
California;9595915;0018;21;2;15;1;5;05;082;0;0;000;000;000;00;00;000000;0000000;0000000
California;9601687;0012;01;2;36;6;1;14;770;1;1;010;207;100;52;50;155000;0156300;0155000
California;9601687;0015;02;1;36;6;1;13;770;1;6;000;228;143;12;48;005200;0005200;0005200
California;9601687;0015;03;1;11;6;5;03;770;1;0;000;000;000;00;00;000000;0000000;0000000
California;9601687;0015;03;1;07;6;5;02;770;2;0;000;000;000;00;00;000000;0000000;0000000
California;9601687;0015;03;2;04;6;5;01;770;0;0;000;000;000;00;00;000000;0000000;0000000
California;9601687;0012;03;1;03;6;5;01;770;0;0;000;000;000;00;00;000000;0000000;0000000
California;9604982;0019;01;1;43;1;5;11;210;0;1;015;399;770;52;40;026000;0026750;0026000
California;9604982;0018;11;1;19;1;5;11;210;0;3;000;477;476;52;40;020000;0020000;0020000
California;9612341;0018;01;2;39;1;1;14;999;0;1;000;728;094;52;40;038000;0038000;0038000
California;9612341;0008;02;1;40;1;1;12;999;0;1;045;747;001;52;50;325000;0576000;0576000
California;9612341;0011;03;1;13;1;5;03;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9612341;0010;03;2;11;1;5;03;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9617133;0011;01;1;40;8;1;16;032;0;1;030;746;174;52;40;073000;0073120;0073000
California;9617133;0016;02;2;38;1;1;14;022;0;1;015;819;012;52;36;055000;0055160;0055000
California;9617133;0010;03;2;09;1;5;02;195;0;0;000;000;000;00;00;000000;0000000;0000000
California;9617133;0011;03;1;06;1;5;02;195;0;0;000;000;000;00;00;000000;0000000;0000000
California;9619700;0021;01;1;31;8;5;09;210;1;1;030;077;623;52;40;018500;0018500;0018500
California;9619700;0026;07;2;61;8;3;03;210;3;6;000;000;000;00;00;000000;0000000;0000000
California;9619700;0027;06;2;25;8;5;09;210;1;1;030;339;964;52;40;026000;0026000;0026000
California;9619700;0026;09;2;47;8;3;06;999;3;1;030;339;964;31;30;010500;0010500;0010500
California;9619700;0021;06;1;32;8;5;09;999;1;6;000;447;913;48;45;038900;0038900;0038900
California;9619700;0024;17;1;37;8;1;10;210;4;1;010;077;626;52;48;026000;0026000;0026000
California;9619700;0021;17;1;27;8;1;09;210;4;1;005;077;626;52;48;080000;0080000;0080000
California;9621480;0023;01;1;42;1;1;10;939;0;1;020;319;111;52;40;036000;0035000;0035000
California;9621480;0016;02;2;31;1;1;13;939;0;6;000;647;593;03;25;000800;0000800;0000800
California;9621480;0016;03;1;07;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
California;9621480;0016;03;1;04;1;5;02;939;0;0;000;000;000;00;00;000000;0000000;0000000
California;9624109;0021;01;1;42;8;1;03;212;3;6;000;409;613;02;45;022500;0022500;0022500
California;9624109;0016;02;2;40;8;1;03;212;4;6;000;000;000;00;00;000000;0000170;0000000
California;9624109;0035;03;2;16;8;5;07;211;1;6;000;000;000;00;00;000000;0000000;0000000
California;9624109;0031;03;1;15;8;5;05;212;1;0;000;000;000;00;00;000000;0000000;0000000
California;9624109;0021;03;2;09;8;5;02;212;2;0;000;000;000;00;00;000000;0000000;0000000
California;9624109;0019;17;1;40;8;5;01;999;0;6;000;877;721;15;35;000000;0045600;0045600
California;9626418;0010;01;1;36;8;4;09;999;1;1;005;067;553;52;40;031000;0031000;0031000
California;9626418;0008;06;2;31;8;1;08;210;1;1;030;339;772;30;40;009000;0009000;0009000
California;9626418;0013;15;2;54;8;5;10;210;1;1;030;817;313;52;40;024800;0025050;0024800
California;9626418;0014;15;2;52;8;5;07;999;1;1;030;847;460;51;40;000000;0017700;0017700
California;9627117;0018;01;1;38;1;1;11;026;0;1;020;877;720;52;40;000000;0018700;0018700
California;9627117;0011;02;2;40;1;1;11;210;0;1;005;948;202;52;40;031000;0031000;0031000
California;9627117;0018;03;1;06;1;5;02;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9633900;0026;01;1;31;1;5;14;142;0;1;025;746;161;52;50;060000;0060020;0060000
California;9633900;0021;18;2;44;1;5;09;999;0;6;000;637;555;20;40;008000;0008600;0008000
California;9636315;0013;01;1;79;1;1;15;999;0;6;000;787;220;48;50;040000;0113800;0040000
California;9636315;0018;02;2;84;1;1;12;021;0;6;000;000;000;00;00;000000;0008000;0000000
California;9642889;0016;01;2;33;8;3;11;210;1;6;000;000;000;00;00;000000;0008100;0000000
California;9642889;0018;03;1;12;8;5;03;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9642889;0016;03;1;11;8;5;03;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9642889;0016;03;1;11;8;5;03;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9642889;0016;03;1;08;8;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9643606;0015;01;2;31;6;5;13;740;0;1;050;939;101;05;40;027800;0028790;0027800
California;9646096;0014;01;1;58;1;1;16;022;0;1;010;797;306;16;03;000000;0141000;0004000
California;9646096;0010;02;2;47;1;1;12;022;0;1;015;818;013;40;25;000000;0000000;0000000
California;9646096;0011;03;1;16;1;5;05;022;0;6;000;000;000;00;00;000000;0000000;0000000
California;9646096;0013;03;2;06;1;5;02;924;0;0;000;000;000;00;00;000000;0000000;0000000
California;9648258;0026;01;1;41;8;1;03;290;3;1;040;777;421;52;40;028000;0028000;0028000
California;9648258;0037;02;2;29;8;1;09;290;4;6;000;000;000;00;00;000000;0000000;0000000
California;9648258;0029;03;1;05;8;5;01;290;2;0;000;000;000;00;00;000000;0000000;0000000
California;9648258;0034;03;1;04;8;5;01;290;0;0;000;000;000;00;00;000000;0000000;0000000
California;9648258;0037;03;2;01;8;5;00;290;0;0;000;000;000;00;00;000000;0000000;0000000
California;9649435;0021;01;2;74;1;2;09;924;0;6;000;000;000;00;00;000000;0013800;0000000
California;9651648;0020;23;1;22;1;5;09;177;1;4;010;969;635;52;60;015600;0015600;0015600
California;9653575;0032;01;2;59;1;3;13;088;0;1;015;948;524;52;40;041600;0050000;0041600
California;9664271;0019;01;1;88;1;2;11;087;0;6;000;000;000;00;00;000000;0015800;0000000
California;9676210;0018;01;1;47;8;1;09;210;2;1;040;779;913;48;52;032300;0032300;0032300
California;9676210;0019;02;2;44;8;1;03;210;3;6;000;017;605;16;40;001000;0001000;0001000
California;9676210;0013;05;1;21;8;5;05;210;1;1;157;077;623;40;40;008600;0008600;0008600
California;9676210;0018;05;2;25;8;5;11;210;1;1;040;758;586;46;40;019200;0025200;0019200
California;9676210;0016;08;1;06;8;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9676210;0016;08;2;07;8;5;02;210;1;0;000;000;000;00;00;000000;0000000;0000000
California;9677823;0013;01;2;30;1;5;12;051;0;1;020;827;303;52;50;025000;0025000;0025000
California;9677823;0013;03;2;10;1;5;02;051;0;0;000;000;000;00;00;000000;0000000;0000000
California;9687422;0024;01;1;48;1;1;10;050;0;1;010;738;111;50;50;000000;0010000;0010000
California;9687422;0024;02;2;37;1;1;11;026;0;1;040;699;584;52;40;033000;0033000;0033000
California;9687422;0018;03;1;03;1;5;01;050;0;0;000;000;000;00;00;000000;0000000;0000000
California;9690919;0018;01;1;51;1;1;12;022;0;1;015;877;720;52;40;023400;0023400;0023400
California;9690919;0024;02;2;50;6;1;13;811;0;1;030;707;100;52;40;088000;0088000;0088000
California;9690919;0016;04;1;15;1;5;06;939;0;0;000;000;000;00;00;000000;0000000;0000000
California;9694675;0021;01;2;63;1;2;09;082;0;6;000;869;512;06;25;001400;0013800;0001400
California;9696515;0018;01;1;37;1;5;07;999;0;6;000;629;962;40;40;067000;0067000;0067000
California;9696515;0022;07;2;60;1;3;09;999;0;6;000;819;423;00;00;000000;0000000;0000000
California;9704362;0018;23;1;20;1;5;11;021;0;6;000;786;623;12;40;001700;0001700;0001700
California;9708939;0026;01;1;72;1;1;12;022;0;6;000;359;014;20;24;019000;0067600;0019000
California;9708939;0027;02;2;70;1;1;10;022;0;6;000;000;000;00;00;000000;0008800;0000000
California;9709731;0018;01;2;93;1;2;01;210;3;6;000;000;000;00;00;000000;0008900;0000000
California;9709731;0019;04;2;75;1;3;01;210;2;6;000;000;000;00;00;000000;0012300;0000000
California;9715682;0018;01;2;88;1;3;11;999;0;6;000;000;000;00;00;000000;0024800;0000000
California;9723408;0008;01;2;44;1;1;09;026;0;1;030;817;360;52;32;000000;0018000;0018000
California;9723408;0011;02;1;35;1;1;11;290;0;1;015;868;913;51;40;016000;0016000;0016000
California;9723408;0010;17;1;28;1;3;11;082;0;1;015;077;644;52;40;049000;0049000;0049000
California;9727901;0008;01;1;39;8;5;09;210;1;1;035;819;861;52;40;031000;0031000;0031000
California;9727901;0010;19;2;31;8;3;09;939;1;1;010;959;511;52;40;028000;0028000;0028000
California;9727901;0011;17;1;19;8;5;07;225;1;1;015;539;470;52;40;040600;0040600;0040600
California;9733780;0024;01;2;79;1;2;09;939;0;6;000;000;000;00;00;000000;0035000;0000000
California;9734873;0024;01;2;69;1;3;11;026;0;6;000;000;000;00;00;000000;0011000;0000000
California;9737243;0019;01;1;78;1;2;10;022;0;6;000;000;000;00;00;000000;0035000;0000000
California;9737243;0015;03;1;52;1;1;12;022;0;1;020;687;012;52;50;048000;0040000;0048000
California;9737243;0016;10;2;52;1;1;11;022;0;1;015;519;581;52;45;024000;0024000;0024000
California;9737522;0021;01;2;78;1;2;09;032;0;6;000;000;000;00;00;000000;0032200;0000000
California;9737522;0021;03;1;52;1;3;13;999;0;1;025;697;085;52;40;058000;0057740;0057740
California;9737522;0032;03;2;39;6;5;13;720;2;1;020;929;360;52;48;035000;0035000;0035000
California;9739003;0013;01;2;30;1;3;11;026;0;1;025;357;053;52;40;036500;0039000;0036500
California;9739003;0019;03;2;09;9;5;02;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9740637;0052;22;1;23;2;1;07;999;0;6;000;077;626;00;00;000000;0000000;0000000
California;9743485;0016;01;1;46;1;1;10;210;1;1;020;947;374;52;56;085000;0085500;0085000
California;9743485;0021;02;2;40;1;1;09;050;0;6;000;907;913;25;50;020000;0027200;0020000
California;9743485;0024;03;2;10;1;5;02;211;0;0;000;000;000;00;00;000000;0000000;0000000
California;9743485;0018;03;1;08;1;5;02;211;0;0;000;000;000;00;00;000000;0000000;0000000
California;9743511;0011;01;1;28;2;1;09;902;0;4;005;969;562;52;50;024000;0024000;0024000
California;9743511;0018;02;2;42;2;1;09;902;0;1;015;677;244;30;15;005000;0005000;0005000
California;9743511;0022;05;2;20;2;5;11;902;0;6;000;000;000;00;00;000000;0000000;0000000
California;9743511;0015;03;1;01;2;5;00;902;0;0;000;000;000;00;00;000000;0000000;0000000
California;9750581;0026;01;1;35;1;1;03;210;2;1;030;077;644;52;48;026000;0026000;0026000
California;9750581;0021;02;2;33;1;1;03;210;3;6;000;017;605;36;53;010000;0010000;0010000
California;9750581;0021;03;1;07;1;5;01;210;2;0;000;000;000;00;00;000000;0000000;0000000
California;9750581;0014;03;1;03;1;5;01;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9750581;0023;07;2;55;1;1;02;210;4;6;000;000;000;00;00;000000;0000000;0000000
California;9750581;0021;06;1;13;1;5;04;210;4;0;000;000;000;00;00;000000;0000000;0000000
California;9750581;0024;03;2;13;1;5;04;999;2;0;000;000;000;00;00;000000;0000000;0000000
California;9750581;0013;03;1;03;1;5;01;999;0;0;000;000;000;00;00;000000;0000000;0000000
California;9753381;0027;01;2;80;1;3;04;210;0;6;000;000;000;00;00;000000;0004700;0000000
California;9756077;0021;01;1;53;8;4;02;210;4;6;000;017;913;40;45;016000;0016400;0016000
California;9756077;0027;19;2;42;8;3;03;222;4;1;010;447;964;15;20;011000;0013000;0011000
California;9756077;0042;18;2;20;8;5;05;210;1;6;000;000;000;00;00;000000;0000000;0000000
California;9756077;0019;18;1;24;8;5;09;210;2;1;045;357;775;48;58;015000;0015000;0015000
California;9756077;0023;17;1;01;8;5;00;210;0;0;000;000;000;00;00;000000;0000000;0000000
California;9758018;0005;01;1;53;1;1;11;210;1;1;010;637;554;48;40;050000;0050000;0050000
California;9758018;0006;02;2;51;1;1;09;210;1;1;015;517;080;48;40;025000;0025000;0025000
California;9758018;0005;03;2;23;1;5;09;210;1;6;000;517;472;50;35;016800;0019800;0016800
